,tokens_read,tokens_written,seconds
0,69,1,1.2000420093536377
1,62,1,0.2914586067199707
2,55,1,0.2993791103363037
3,60,1,0.23258614540100098
4,53,1,0.2744724750518799
5,61,1,0.372821569442749
6,69,1,0.9477722644805908
7,61,1,0.3023536205291748
8,57,1,0.3426363468170166
9,55,1,0.2761561870574951
10,62,1,0.30892252922058105
11,51,1,0.3190159797668457
12,54,1,0.8004066944122314
13,79,1,0.3568727970123291
14,63,1,0.23919129371643066
15,54,1,0.2725045680999756
16,61,1,0.2767043113708496
17,66,1,0.35239744186401367
18,52,1,0.25316643714904785
19,58,1,0.27593064308166504
20,56,1,0.2762770652770996
21,63,1,0.30463695526123047
22,73,1,0.2700033187866211
23,66,1,0.2807347774505615
24,79,1,0.4052584171295166
25,76,1,0.2597463130950928
26,65,1,0.32958507537841797
27,53,1,0.20405125617980957
28,53,1,0.3167705535888672
29,61,1,0.5448811054229736
30,59,1,0.27446866035461426
31,61,1,0.2288370132446289
32,55,1,0.21932148933410645
33,55,1,0.29572367668151855
34,72,1,0.2657296657562256
35,59,1,0.25403499603271484
36,76,1,0.3000168800354004
37,79,1,0.22989869117736816
38,64,1,0.3465993404388428
39,73,1,0.24107027053833008
40,59,1,0.27720046043395996
41,59,1,0.25627565383911133
42,57,1,0.23406028747558594
43,63,1,0.2935202121734619
44,58,1,0.29552388191223145
45,59,1,0.2689547538757324
46,79,1,0.3049616813659668
47,56,1,0.2678229808807373
48,64,1,0.2489914894104004
49,62,1,0.26496386528015137
50,73,1,0.42237186431884766
51,66,1,0.2681467533111572
52,59,1,0.23189353942871094
53,64,1,0.21867084503173828
54,57,1,0.26964688301086426
55,65,1,0.3720886707305908
56,73,1,0.22733592987060547
57,65,1,0.39734792709350586
58,61,1,0.22665071487426758
59,59,1,0.28691959381103516
60,66,1,0.33649730682373047
61,55,1,0.3412470817565918
62,58,1,0.2622230052947998
63,83,1,0.2256937026977539
64,67,1,0.23423147201538086
65,58,1,0.23145747184753418
66,65,1,0.2530508041381836
67,70,1,0.29646849632263184
68,56,1,0.28497791290283203
69,62,1,0.3095545768737793
70,60,1,0.3756532669067383
71,67,1,0.26824355125427246
72,77,1,0.23572540283203125
73,70,1,0.3780207633972168
74,83,1,0.3038051128387451
75,80,1,0.3712801933288574
76,69,1,0.22963833808898926
77,57,1,0.27754950523376465
78,57,1,0.3536853790283203
79,65,1,0.23334836959838867
80,63,1,0.3380277156829834
81,65,1,0.5111823081970215
82,59,1,0.21905112266540527
83,59,1,0.31878066062927246
84,76,1,0.26453590393066406
85,63,1,0.3625767230987549
86,80,1,0.29919004440307617
87,83,1,0.2825736999511719
88,68,1,0.2453293800354004
89,77,1,0.3146331310272217
90,63,1,0.22590184211730957
91,63,1,0.3333888053894043
92,61,1,0.23850345611572266
93,67,1,0.4080493450164795
94,62,1,0.2985401153564453
95,63,1,0.2785773277282715
96,83,1,0.347790002822876
97,60,1,0.38631105422973633
98,68,1,0.419344425201416
99,66,1,0.2229773998260498
100,67,1,0.3771636486053467
101,60,1,0.28554439544677734
102,53,1,0.4047102928161621
103,58,1,0.23633337020874023
104,51,1,0.21198487281799316
105,59,1,0.2662200927734375
106,67,1,0.2257249355316162
107,59,1,0.19539785385131836
108,55,1,0.2295675277709961
109,53,1,0.24464917182922363
110,60,1,0.2711479663848877
111,49,1,0.28522205352783203
112,52,1,0.27930140495300293
113,77,1,0.28670644760131836
114,61,1,0.271747350692749
115,52,1,0.22777032852172852
116,59,1,0.426349401473999
117,64,1,0.2573883533477783
118,50,1,0.24474453926086426
119,56,1,0.2886042594909668
120,54,1,0.2486405372619629
121,61,1,0.24268126487731934
122,71,1,0.4560525417327881
123,64,1,0.2310483455657959
124,77,1,0.3811686038970947
125,74,1,0.2538425922393799
126,63,1,0.2762296199798584
127,51,1,0.28856468200683594
128,51,1,0.3367888927459717
129,59,1,0.34090757369995117
130,57,1,0.2102804183959961
131,59,1,0.2523031234741211
132,53,1,0.2739589214324951
133,53,1,0.3712756633758545
134,70,1,0.25258564949035645
135,57,1,0.3340444564819336
136,74,1,0.21659636497497559
137,77,1,0.3051173686981201
138,62,1,0.24872660636901855
139,71,1,0.2976534366607666
140,57,1,0.42498779296875
141,57,1,0.2954692840576172
142,55,1,0.253406286239624
143,61,1,0.34840869903564453
144,56,1,0.21061420440673828
145,57,1,0.3873929977416992
146,77,1,0.2781100273132324
147,54,1,0.41065478324890137
148,62,1,0.21159029006958008
149,60,1,0.2699296474456787
150,67,1,0.3462209701538086
151,60,1,0.40561461448669434
152,53,1,0.3026149272918701
153,58,1,0.23288559913635254
154,51,1,0.2634623050689697
155,59,1,0.7144806385040283
156,67,1,0.28778648376464844
157,59,1,0.2772543430328369
158,55,1,0.42639660835266113
159,53,1,0.30064821243286133
160,60,1,0.3138248920440674
161,49,1,0.2946345806121826
162,52,1,0.4699594974517822
163,77,1,0.3942246437072754
164,61,1,0.3875887393951416
165,52,1,0.34943556785583496
166,59,1,0.49342918395996094
167,64,1,0.39361047744750977
168,50,1,0.4056251049041748
169,56,1,0.33350229263305664
170,54,1,0.2979421615600586
171,61,1,0.312589168548584
172,71,1,0.4436333179473877
173,64,1,0.2773256301879883
174,77,1,0.5161440372467041
175,74,1,0.2917056083679199
176,63,1,0.24186944961547852
177,51,1,0.3366832733154297
178,51,1,0.47461724281311035
179,59,1,0.3425455093383789
180,57,1,0.38529539108276367
181,59,1,0.4163374900817871
182,53,1,0.21355962753295898
183,53,1,0.3215925693511963
184,70,1,0.277446985244751
185,57,1,0.27048778533935547
186,74,1,0.23322176933288574
187,77,1,0.25996828079223633
188,62,1,0.33948636054992676
189,71,1,0.3524045944213867
190,57,1,0.3956575393676758
191,57,1,0.3521709442138672
192,55,1,0.2561929225921631
193,61,1,0.3058769702911377
194,56,1,0.36604809761047363
195,57,1,0.2607114315032959
196,77,1,0.3822612762451172
197,54,1,0.3849294185638428
198,62,1,0.23105120658874512
199,60,1,0.24051284790039062
200,75,1,0.3059656620025635
201,68,1,0.4283597469329834
202,61,1,0.28630995750427246
203,66,1,0.2729482650756836
204,59,1,0.41457295417785645
205,67,1,0.2801365852355957
206,75,1,0.7767417430877686
207,67,1,0.2948939800262451
208,63,1,0.44641900062561035
209,61,1,0.2705681324005127
210,68,1,0.340045690536499
211,57,1,0.24147677421569824
212,60,1,0.34563660621643066
213,85,1,0.2855675220489502
214,69,1,0.26502513885498047
215,60,1,0.3857405185699463
216,67,1,0.2836880683898926
217,72,1,0.29611802101135254
218,58,1,0.24439668655395508
219,64,1,0.4781036376953125
220,62,1,0.3291013240814209
221,69,1,0.28146839141845703
222,79,1,0.2528517246246338
223,72,1,0.3954274654388428
224,85,1,0.35524654388427734
225,82,1,0.3536975383758545
226,71,1,0.3704984188079834
227,59,1,0.21614670753479004
228,59,1,0.3506138324737549
229,67,1,0.261549711227417
230,65,1,0.36536216735839844
231,67,1,0.39435267448425293
232,61,1,0.33005261421203613
233,61,1,0.41957759857177734
234,78,1,0.37465906143188477
235,65,1,0.22820663452148438
236,82,1,0.4686422348022461
237,85,1,0.7145915031433105
238,70,1,0.25380539894104004
239,79,1,0.35507988929748535
240,65,1,0.3988368511199951
241,65,1,0.40883326530456543
242,63,1,0.40285658836364746
243,69,1,0.42439723014831543
244,64,1,0.2779049873352051
245,65,1,0.4007601737976074
246,85,1,0.640934944152832
247,62,1,0.2699925899505615
248,70,1,0.28507447242736816
249,68,1,0.3218348026275635
250,82,1,0.28954505920410156
251,75,1,0.21621417999267578
252,68,1,0.4044194221496582
253,73,1,0.34039878845214844
254,66,1,0.297774076461792
255,74,1,0.2867872714996338
256,82,1,0.2686951160430908
257,74,1,0.5004146099090576
258,70,1,0.25017380714416504
259,68,1,0.3813514709472656
260,75,1,0.30966925621032715
261,64,1,0.3223741054534912
262,67,1,0.35724830627441406
263,92,1,0.3431096076965332
264,76,1,0.27533626556396484
265,67,1,1.6489887237548828
266,74,1,0.376507043838501
267,79,1,0.4055924415588379
268,65,1,0.365020751953125
269,71,1,0.3558804988861084
270,69,1,0.4561145305633545
271,76,1,0.30193305015563965
272,86,1,0.4341104030609131
273,79,1,0.32445454597473145
274,92,1,0.3968846797943115
275,89,1,0.3591463565826416
276,78,1,0.8910305500030518
277,66,1,0.4053637981414795
278,66,1,0.37255406379699707
279,74,1,0.3081984519958496
280,72,1,0.2873506546020508
281,74,1,0.4196925163269043
282,68,1,0.23172760009765625
283,68,1,0.26727819442749023
284,85,1,0.3663041591644287
285,72,1,0.28546833992004395
286,89,1,0.43100857734680176
287,92,1,0.40212059020996094
288,77,1,0.367480993270874
289,86,1,0.2647709846496582
290,72,1,0.3697993755340576
291,72,1,0.4749786853790283
292,70,1,0.3721504211425781
293,76,1,0.31183505058288574
294,71,1,0.45409131050109863
295,72,1,0.3466522693634033
296,92,1,0.3987753391265869
297,69,1,0.2820746898651123
298,77,1,0.27300572395324707
299,75,1,0.21493315696716309
300,80,1,0.2335066795349121
301,73,1,0.2738323211669922
302,66,1,0.35372209548950195
303,71,1,0.2319014072418213
304,64,1,0.2330939769744873
305,72,1,0.25077271461486816
306,80,1,0.21335053443908691
307,72,1,0.41547632217407227
308,68,1,0.42261171340942383
309,66,1,0.4627087116241455
310,73,1,0.3998384475708008
311,62,1,0.31609439849853516
312,65,1,0.23514008522033691
313,90,1,0.3236260414123535
314,74,1,0.3972928524017334
315,65,1,0.3676741123199463
316,72,1,0.2816917896270752
317,77,1,0.2547495365142822
318,63,1,0.2645227909088135
319,69,1,0.24447035789489746
320,67,1,0.36255431175231934
321,74,1,0.29410767555236816
322,84,1,0.39774107933044434
323,77,1,0.22947955131530762
324,90,1,0.4415147304534912
325,87,1,0.20190787315368652
326,76,1,0.2941739559173584
327,64,1,0.38071632385253906
328,64,1,0.2807157039642334
329,72,1,0.35857510566711426
330,70,1,0.27393364906311035
331,72,1,0.21895480155944824
332,66,1,0.29476332664489746
333,66,1,0.33903002738952637
334,83,1,0.23221850395202637
335,70,1,0.29494667053222656
336,87,1,0.24047398567199707
337,90,1,0.27430105209350586
338,75,1,0.24300742149353027
339,84,1,0.25832080841064453
340,70,1,0.23729801177978516
341,70,1,0.5767889022827148
342,68,1,0.2639765739440918
343,74,1,0.29018545150756836
344,69,1,0.22394800186157227
345,70,1,0.33637428283691406
346,90,1,0.3833189010620117
347,67,1,0.38774943351745605
348,75,1,0.2691378593444824
349,73,1,0.4094686508178711
350,65,1,0.5550527572631836
351,58,1,0.36153388023376465
352,51,1,0.2643566131591797
353,56,1,0.3711214065551758
354,49,1,0.3875768184661865
355,57,1,0.2787747383117676
356,65,1,0.3517129421234131
357,57,1,0.3444240093231201
358,53,1,0.22476625442504883
359,51,1,0.22476863861083984
360,58,1,0.40546345710754395
361,47,1,0.29684925079345703
362,50,1,0.238724946975708
363,75,1,0.387786865234375
364,59,1,0.43276286125183105
365,50,1,0.3035855293273926
366,57,1,0.2632439136505127
367,62,1,0.2854478359222412
368,48,1,0.2841043472290039
369,54,1,0.26374077796936035
370,52,1,0.44328761100769043
371,59,1,0.27480554580688477
372,69,1,0.29750728607177734
373,62,1,0.2938358783721924
374,75,1,0.3521101474761963
375,72,1,0.38357043266296387
376,61,1,0.2240128517150879
377,49,1,0.3974792957305908
378,49,1,0.32407140731811523
