tokens_read,tokens_written,seconds
53,1,0.5944151878356934
53,1,0.3466193675994873
53,1,0.4599604606628418
53,1,0.25443458557128906
53,1,0.5581951141357422
53,1,0.29688477516174316
53,1,0.3315272331237793
53,1,0.7173497676849365
53,1,0.24570655822753906
53,1,0.27377748489379883
53,1,0.348268985748291
53,1,0.2543189525604248
53,1,0.33315062522888184
53,1,0.2712271213531494
53,1,0.4535801410675049
53,1,0.3727085590362549
53,1,0.30545902252197266
53,1,0.5759611129760742
53,1,0.5702986717224121
53,1,0.27942538261413574
53,1,0.45621514320373535
53,1,0.35471177101135254
53,1,0.34716796875
53,1,0.3253464698791504
53,1,0.30245494842529297
53,1,0.337299108505249
53,1,0.361469030380249
53,1,0.28095388412475586
53,1,0.24781107902526855
53,1,0.24423456192016602
53,1,0.2817709445953369
53,1,0.3134880065917969
53,1,0.2987711429595947
53,1,0.32521843910217285
53,1,0.2883267402648926
53,1,0.3282663822174072
53,1,0.3395235538482666
53,1,0.2975189685821533
53,1,0.2633481025695801
53,1,0.361583948135376
53,1,0.24306249618530273
53,1,0.27893662452697754
53,1,0.2708132266998291
53,1,0.260040283203125
53,1,6.762409448623657
53,1,0.3854105472564697
53,1,4.761805295944214
53,1,2.7842352390289307
53,1,0.9903993606567383
53,1,0.35898256301879883
53,1,0.4214625358581543
53,1,0.48420095443725586
53,1,0.27672529220581055
53,1,0.3852829933166504
53,1,0.3211479187011719
53,1,0.5204946994781494
53,1,0.33782410621643066
53,1,0.3450019359588623
53,1,0.2959871292114258
53,1,0.8693897724151611
53,1,0.41011810302734375
53,1,0.35556936264038086
53,1,0.3070952892303467
53,1,0.30501437187194824
53,1,0.29434990882873535
53,1,0.330826997756958
53,1,0.3851888179779053
53,1,0.32882165908813477
53,1,0.3498501777648926
53,1,0.3272418975830078
53,1,0.3269176483154297
53,1,0.337860107421875
53,1,0.27153658866882324
53,1,0.3163108825683594
53,1,0.419649600982666
53,1,0.37496066093444824
53,1,0.2721719741821289
53,1,0.431931734085083
53,1,0.2992405891418457
53,1,0.29885268211364746
53,1,0.2910459041595459
53,1,0.4030005931854248
53,1,0.3286552429199219
53,1,0.2633030414581299
53,1,0.26404237747192383
53,1,0.2734973430633545
53,1,0.2859036922454834
53,1,0.2872297763824463
53,1,0.43150758743286133
53,1,0.27738285064697266
53,1,0.25258755683898926
53,1,0.28850650787353516
53,1,0.24666523933410645
53,1,0.25207972526550293
53,1,0.2568843364715576
53,1,0.27622413635253906
53,1,0.5052132606506348
53,1,0.25019288063049316
53,1,0.2278273105621338
53,1,0.2585642337799072
53,1,0.3570675849914551
53,1,0.2710878849029541
53,1,0.2882354259490967
53,1,0.3198225498199463
53,1,0.3352787494659424
53,1,0.26158618927001953
53,1,0.324723482131958
53,1,0.3297863006591797
53,1,0.3096315860748291
53,1,0.3344719409942627
53,1,0.37401580810546875
53,1,0.2912580966949463
53,1,0.3668649196624756
53,1,0.26238560676574707
53,1,0.28284716606140137
53,1,0.3576033115386963
53,1,0.41016411781311035
53,1,0.3116567134857178
53,1,0.23673605918884277
53,1,0.32295703887939453
53,1,0.33159637451171875
53,1,0.3116922378540039
53,1,0.37008142471313477
53,1,0.4791104793548584
53,1,0.2722361087799072
53,1,0.2909409999847412
53,1,0.2713592052459717
53,1,0.3991682529449463
53,1,0.30752134323120117
53,1,0.8898575305938721
53,1,0.42940855026245117
53,1,0.4677550792694092
53,1,0.4261474609375
53,1,0.2999594211578369
53,1,0.23375368118286133
53,1,0.4012429714202881
53,1,0.3166084289550781
53,1,3.6650390625
53,1,0.3146171569824219
53,1,0.4644441604614258
53,1,0.46178674697875977
53,1,0.5319240093231201
53,1,0.2971005439758301
53,1,0.28212642669677734
